Resumen de incidencia;Horas registradas;Fecha de trabajo;Fecha;Hora Registro;Hasta;Cliente;Descripción del Trabajo;Clave Padre
Revisión sincronización intereses;0,5;2025-02-04 17:30;2025-02-04;17:30;18:00;IE;Se reviso una alternativa para la sincronización de los intereses en Marketo;IE70-104
Revisión sincronización intereses;0,25;2025-02-05 08:00;2025-02-05;08:00;8:15;IE;Prueba servicio sincronización intereses;IE70-104
Revisión sincronización intereses;0,25;2025-02-05 08:30;2025-02-05;08:30;8:45;IE;Prueba servicio sincronización intereses;IE70-104
IE-Planning;0,25;2025-02-05 08:45;2025-02-05;08:45;9:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Revisión sincronización intereses;0,5;2025-02-05 09:00;2025-02-05;09:00;9:30;IE;Prueba actualización intereses mediante formulario;IE70-104
Revisión sincronización intereses;0,5;2025-02-05 09:30;2025-02-05;09:30;10:00;IE;Sesión con Andrea para mostrarle alternativa a sincronización de intereses;IE70-104
IE-Discovery;1,5;2025-02-05 10:00;2025-02-05;10:00;11:30;IE;"HERA | Mkt. reporting Analysis session - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro



________________________________
De: Clara Pizarro <clara.pizarro@";
Revisión sincronización intereses;1;2025-02-05 11:30;2025-02-05;11:30;12:30;IE;Revisión opciones para sincronización productos asociados a las oportunidades;IE70-104
Análisis manejo de eventos;0,5;2025-02-05 15:30;2025-02-05;15:30;16:00;IE;Validación apis enviadas a Anderson;IE70-104
Análisis manejo de eventos;1,25;2025-02-05 16:45;2025-02-05;16:45;18:00;IE;Se valida la viabilidad de manejar los datos de los eventos en Marketo;IE70-104
IE-Daily;0,25;2025-02-06 08:00;2025-02-06;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Análisis manejo de eventos;0,5;2025-02-06 09:30;2025-02-06;09:30;10:00;IE;Ver opciones para manejar estado de eventos desde Marketo mediante tags;IE70-104
Análisis manejo de eventos;1,25;2025-02-07 08:00;2025-02-07;08:00;9:15;IE;"IE | AEM / Marketo - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 226 013 486 531
Passcode: dL9T7ha7
________________________________
For organizers: Meeting options
_";IE70-104
IE-Daily;0,25;2025-02-10 08:00;2025-02-10;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Marketo | Send documentation to Dynamics Admin;0,75;2025-02-10 11:45;2025-02-10;11:45;12:30;IE;Reestructuración documentación a formato omni pro;IE70-3
Marketo | Send documentation to Dynamics Admin;4,5;2025-02-10 13:30;2025-02-10;13:30;18:00;IE;Se reestructura a una documentación más detallada de la integración entre ambos sistemas además de recomendaciones, sincronización con filtros personalizados y entidades custom. Esto con el objetivo de dejarla lo más fácil posible y con los diferentes casos de uso que puedan surgir;IE70-3
IE-Daily;0,25;2025-02-11 08:00;2025-02-11;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Revisión sincronización intereses;0,25;2025-02-11 08:15;2025-02-11;08:15;8:30;IE;Preparación para sesión con minsait sobre intereses y apis;IE70-104
Revisión sincronización intereses;0,75;2025-02-11 08:30;2025-02-11;08:30;9:15;IE;"IE | Marketo / Dynamics - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 261 157 401 298
Passcode: Zh7Ch2MP
________________________________
For organizers: Meeting options
_";IE70-104
Análisis manejo de eventos;0,75;2025-02-11 09:15;2025-02-11;09:15;10:00;IE;Lectura documentación tokens de eventos de marketo;IE70-104
Análisis manejo de eventos;0,5;2025-02-11 12:00;2025-02-11;12:00;12:30;IE;Se implementan los endpoints necesarios para obtención tokens, creación y actualización;IE70-104
Análisis manejo de eventos;0,75;2025-02-11 17:15;2025-02-11;17:15;18:00;IE;Revisión documentación limitantes tokens de programas;IE70-104
IE-Planning;1,3;2025-02-12 06:45;2025-02-12;06:45;8:00;IE;"HERA | Revisión AS IS Marketing - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro





Daniel Garac y Gojak SMPC®

CX Project Manager

+54 11 3017";IE70-7
IE-Daily;0,25;2025-02-12 08:00;2025-02-12;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Análisis manejo de eventos;0,5;2025-02-12 09:00;2025-02-12;09:00;9:30;IE;Revisión entorno para muestra de proceso a minsait;IE70-104
Análisis manejo de eventos;0,5;2025-02-12 09:30;2025-02-12;09:30;10:00;IE;"IE | AEM / Marketo - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 211 889 063 694
Passcode: rR3Sh3hT
________________________________
For organizers: Meeting options
_";IE70-104
IE-Daily;0,5;2025-02-13 08:00;2025-02-13;08:00;8:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
RT-CDP | Conexión Sandbox Marketo CDP;1,5;2025-02-13 11:00;2025-02-13;11:00;12:30;IE;Revisión documentación y creación launchpoint de AEP;IE70-3
Análisis manejo de eventos;1;2025-02-14 08:00;2025-02-14;08:00;9:00;IE;"IE | Forms Sync Interno - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 251 820 068 971
Passcode: sx97vZ2n
________________________________
For organizers: Meeting options
_";IE70-104
Sesión interna;0,75;2025-02-14 10:00;2025-02-14;10:00;10:45;IE;"IE - Pre Refinamiento - ________________________________
From: Daniel Garac y Gojak <garac.daniel@omni.pro>
Sent: Friday, December 13, 2024 8:41:03 AM (UTC-05:00) Bogota, Lima, Quito, Rio Branco
To: Daniel Garac y Gojak <garac.daniel@omni.pro>; Rafael Buitrago <rafael.buitr";IE70-69
IE-Daily;0,5;2025-02-17 08:00;2025-02-17;08:00;8:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
IE-Discovery;0,5;2025-02-17 08:30;2025-02-17;08:30;9:00;IE;Se hace reporte next steps y pendientes problemas;
Dev | Estimacion desarrollo sincronizacion de datos;1,5;2025-02-17 09:00;2025-02-17;09:00;10:30;IE;Se hace análisis necesario para estimación;IE70-3
IE-Planning;1,25;2025-02-18 10:15;2025-02-18;10:15;11:30;IE;"HERA | Análisis, personalización y segmentación - modelo de datos - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro



________________________________
From: Clara Pizarro Valle <clara.";IE70-7
Dev | Estimacion desarrollo sincronizacion de datos;0,25;2025-02-19 08:30;2025-02-19;08:30;8:45;IE;Se hace estimación;IE70-3
IE-Planning;0,25;2025-02-19 08:45;2025-02-19;08:45;9:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Whatsapp;1;2025-02-19 09:00;2025-02-19;09:00;10:00;IE;"HERA | Integración Whatsapp y SMS con Adobe - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro


_____________________________________________________________________";IE70-138
Sesión IE + Minsait;1;2025-02-19 10:00;2025-02-19;10:00;11:00;IE;"IE | Marketo / Dynamics - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 222 423 151 065
Passcode: WS9sV9NT
________________________________
For organizers: Meeting options
_____";IE70-138
Flujo Arquitectura;0,5;2025-02-19 11:00;2025-02-19;11:00;11:30;IE;Sesión con Andrea para ver diagrama de flujo;IE70-138
Dev | Estimacion desarrollo sincronizacion de datos;0,25;2025-02-19 11:45;2025-02-19;11:45;12:00;IE;Ajustes estimación desarrollo;IE70-3
IE-Planning;1;2025-02-19 12:00;2025-02-19;12:00;13:00;IE;"IE | Revisión Project Plan Marketing - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 217 968 775 683
Código de acceso: tD9Lp7fr
________________________________
Para organizado";IE70-7
Dev | Instalar plug in de Marketo en Dynamic;0,75;2025-02-19 14:30;2025-02-19;14:30;15:15;IE;Seguimiento e intento conexión con Dynamics;IE70-3
Dev | Estimacion desarrollo sincronizacion de datos;0,75;2025-02-19 15:15;2025-02-19;15:15;16:00;IE;Reestructuración estimación desarrollo;IE70-3
Flujo Arquitectura;1,5;2025-02-19 16:45;2025-02-19;16:45;18:15;IE;Diseño diagrama de flujo para presentar sesión jueves;IE70-138
Dev | Estimacion desarrollo sincronizacion de datos;2,5;2025-02-20 06:00;2025-02-20;06:00;8:30;IE;Se estima el desarrollo;IE70-3
IE-Daily;0,25;2025-02-20 08:30;2025-02-20;08:30;8:45;IE;Daily;IE70-7
Dev | Instalar plug in de Marketo en Dynamic;0,25;2025-02-20 08:45;2025-02-20;08:45;9:00;IE;Seguimiento;IE70-3
Flujo Arquitectura;0,5;2025-02-20 09:00;2025-02-20;09:00;9:30;IE;Sesión con Andrea para ver diagrama de flujo y como se va a presentar;IE70-138
CDP -> Datalake;0,5;2025-02-20 09:30;2025-02-20;09:30;10:00;IE;"HERA | Métodos Envío datos CDP-Datalake - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón support@omni.pro


_____________________________________________________________________";IE70-138
CDP -> Datalake;0,5;2025-02-20 10:00;2025-02-20;10:00;10:30;IE;Revisión doc query api, dataset api;IE70-138
Sesión manejo intereses Dynamics/Marketo;1,5;2025-02-20 10:30;2025-02-20;10:30;12:00;IE;"Revisión solución 'gestión de intereses' - No suele recibir correo electrónico de ygonzalez@minsait.com. Por qué es esto importante

ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón";IE70-138
Sesión manejo intereses Dynamics/Marketo;1;2025-02-20 12:00;2025-02-20;12:00;13:00;IE;"IE | Revisión change requests - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 217 730 852 643
Código de acceso: AY9ME2hu
________________________________
Para organizado";IE70-138
CDP -> Datalake;0,5;2025-02-20 14:00;2025-02-20;14:00;14:30;IE;"IE70-154 | Envío de Datos desde CDP - ________________________________________________________________________________
Microsoft Teams meeting Need help?
Join: https://teams.microsoft.com/meet/299303258362?p=c6EB3YKsEdk6Nx8hXa
Meeting ID: 299 303 258 362
Passcode: WN2hq3wH
____________";IE70-138
Dev | Estimacion desarrollo sincronizacion de datos;0,5;2025-02-20 14:30;2025-02-20;14:30;15:00;IE;"IE70-138 | Estimación proceso colas en desarrollo - ________________________________________________________________________________
Reunión de Microsoft Teams ¿Necesita ayuda?
Unirse: https://teams.microsoft.com/meet/274739090358?p=drz9LXg3SZn4NquzEq
Id. de reunión: 274 739 090 358
Código de acceso:";IE70-3
Dev | Estimacion desarrollo sincronizacion de datos;0,5;2025-02-20 15:00;2025-02-20;15:00;15:30;IE;"IE70-138 | IE - Estimación desarrollo - ________________________________________________________________________________
Reunión de Microsoft Teams ¿Necesita ayuda?
Unirse: https://teams.microsoft.com/meet/241409811781?p=s6bHWr3USlv3GeNJdO
Id. de reunión: 241 409 811 781
Código de acceso:";IE70-3
Dev | Estimacion desarrollo sincronizacion de datos;0,5;2025-02-20 15:30;2025-02-20;15:30;16:00;IE;Se estima para producción;IE70-3
Dev | Estimacion desarrollo sincronizacion de datos;0,5;2025-02-21 07:30;2025-02-21;07:30;8:00;IE;Descripción y validación entornos donde se debería montar;IE70-3
Busqueda de documentacion de Dynamic chat;1;2025-02-21 14:00;2025-02-21;14:00;15:00;IE;Revisión documentación Flujos con Marketo;IE70-109
Busqueda de documentacion de Dynamic chat;0,5;2025-02-21 15:15;2025-02-21;15:15;15:45;IE;Revisión documentación flujos con Marketo;IE70-109
Pruebas dynamic chat;0,25;2025-02-21 15:45;2025-02-21;15:45;16:00;IE;Validación permisos;IE70-109
Marketo | Dynamic Chat;1,8;2025-02-24 06:15;2025-02-24;06:15;8:00;IE;Revisión documentación, videos explicativos y ejemplos de como implementar dynamic chat;IE70-3
IE-Daily;0,25;2025-02-24 08:00;2025-02-24;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 239 148 797
Código de acceso: Rk3Ct3Qz
________________________________
Para organizadore";IE70-7
Dev | Instalar plug in de Marketo en Dynamic;1,25;2025-02-24 08:15;2025-02-24;08:15;9:30;IE;Seguimiento tarea, revisión conexión luego de hablar con Alberto. Respuesta linea de correos con Minsait acerca de como vamos a tomar este caso;IE70-3
Pruebas dynamic chat;0,75;2025-02-24 09:30;2025-02-24;09:30;10:15;IE;Creación de Dialogue y Conversational flow para entender los flujos y los casos de uso que se pueden generar. Consulta de eventos que se comparten a Marketo;IE70-109
Dev | Estimacion desarrollo sincronizacion de datos;0,5;2025-02-24 10:15;2025-02-24;10:15;10:45;IE;Seguimiento y actualización de acuerdo a conversación con David;IE70-3
